id;last_name;marital_status;gender; annual_income ; industry ;zip_code;age_at_issue;member_type;add_members; annual_fee ;payment_type;status;start_month;start_day;start_year;end_month;end_day;end_year
A07499;Collier;Married;M; $63.362,00 ;Materials;80204;46;Silver;3; $7.000,00 ;SEMI-ANNUAL;CANCELLED;10;31;2012;5;28;2013
A06038;Webb;Widowed;F; $87.120,00 ;Unclassified;80204;48;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;10;21;2011;2;19;2012
A06028;Briggs;Single;M; $48.142,00 ;Industrials;80204;24;Platinum;0; $15.000,00 ;MONTHLY;CANCELLED;10;18;2011;6;17;2012
A00850;Mathis;Single;M; $101.259,00 ;Utilities;80204;26;Bronze;0; $5.000,00 ;MONTHLY;CANCELLED;10;6;2008;2;4;2009
A02129;Malone;Married;M; $103.370,00 ;Materials;80204;62;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;9;30;2009;11;27;2011
A05980;Hale;Single;M; $37.330,00 ;Energy;80204;37;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;9;28;2011;11;27;2012
A02110;Clayton;Single;M; $80.262,00 ;Consumer Discretionary;80204;30;Silver;0; $7.000,00 ;QUARTERLY;CANCELLED;9;24;2009;2;22;2010
A04858;Summers;Married;F; $85.120,00 ;Telecommunication Services;80204;45;Bronze;2; $5.000,00 ;SEMI-ANNUAL;CANCELLED;9;13;2010;5;12;2011
A05925;Vasquez;Married;M; $92.826,00 ;Utilities;80204;30;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;9;9;2011;11;8;2012
A04833;Jones;Married;M; $108.470,00 ;Materials;80204;47;Gold;3; $9.000,00 ;MONTHLY;CANCELLED;9;8;2010;1;7;2011
A04631;Lee;Married;M; $46.150,00 ;Health Care;80204;48;Bronze;2; $5.000,00 ;QUARTERLY;CANCELLED;9;7;2010;1;27;2011
A07340;Rodgers;Married;F; $65.894,00 ;Consumer Discretionary;80204;40;Bronze;1; $5.000,00 ;SEMI-ANNUAL;CANCELLED;8;31;2012;3;30;2013
A04724;Moran;Married;F; $112.523,00 ;Consumer Staples;80204;28;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2011
A04720;Atkins;Married;M; $51.633,00 ;Energy;80204;42;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2011
A04628;Rose;Widowed;F; $101.594,00 ;Health Care;80204;64;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2012
A00733;Brown;Married;M; $70.681,00 ;Consumer Discretionary;80204;40;Gold;3; $9.000,00 ;MONTHLY;CANCELLED;8;29;2008;12;27;2008
A00694;Wood;Married;M; $59.544,00 ;Industrials;80204;46;Platinum;2; $15.000,00 ;MONTHLY;CANCELLED;8;29;2008;1;27;2010
A00717;Yates;Single;M; $101.911,00 ;Energy;80204;18;Silver;0; $7.000,00 ;MONTHLY;CANCELLED;8;28;2008;12;27;2008
A00662;Hunt;Married;M; $44.889,00 ;Health Care;80204;29;Gold;1; $9.000,00 ;MONTHLY;CANCELLED;8;14;2008;2;12;2009
A04388;Kelley;Married;M; $59.499,00 ;Financials;80204;51;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;8;13;2010;10;11;2011
A04337;Dunn;Married;F; $81.213,00 ;Utilities;80204;40;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;7;30;2010;9;26;2011
A04327;Greene;Married;M; $109.711,00 ;Energy;80204;45;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;7;30;2010;9;26;2011
A04319;Bates;Married;F; $58.625,00 ;Health Care;80204;75;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;7;30;2010;9;26;2011
A05854;Murray;Married;M; $112.740,00 ;Telecommunication Services;80204;54;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;7;28;2011;9;26;2012
A00598;Shaw;Married;M; $99.483,00 ;Consumer Discretionary;80204;46;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;7;14;2008;9;10;2011
A04195;Bush;Married;M; $78.758,00 ;Industrials;80204;51;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;7;7;2010;9;5;2012
A07145;Armstrong;Single;F; $84.413,00 ;Information Technology;80204;23;Bronze;0; $5.000,00 ;MONTHLY;CANCELLED;7;6;2012;11;5;2012
A05831;Cox;Married;M; $84.329,00 ;Consumer Discretionary;80204;51;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;7;5;2011;8;4;2012
A07117;Sherman;Married;M; $93.993,00 ;Health Care;80204;38;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;6;29;2012;8;27;2013
A00530;Fields;Married;M; $100.209,00 ;Information Technology;80204;36;Silver;3; $7.000,00 ;MONTHLY;CANCELLED;6;12;2008;10;11;2008
A05770;Silva;Married;M; $52.938,00 ;Consumer Staples;80204;37;Silver;3; $7.000,00 ;SEMI-ANNUAL;CANCELLED;6;3;2011;1;2;2012
A07033;Fields;Single;M; $100.018,00 ;Telecommunication Services;80204;20;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;5;31;2012;10;27;2012
A03940;Martin;Married;M; $113.801,00 ;Utilities;80204;46;Silver;1; $7.000,00 ;QUARTERLY;CANCELLED;5;27;2010;10;26;2010
A06983;Berry;Married;F; $54.486,00 ;Real Estate;80204;33;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;4;30;2012;5;13;2013
A06883;Brock;Single;M; $101.914,00 ;Real Estate;80204;37;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;4;30;2012;5;11;2013
A05598;Hamilton;Married;M; $73.620,00 ;Utilities;80204;47;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;4;28;2011;6;1;2012
A00414;Reynolds;Married;M; $36.432,00 ;Industrials;80204;47;Bronze;2; $5.000,00 ;MONTHLY;CANCELLED;4;23;2008;8;22;2008
A03657;Hudson;Married;M; $119.277,00 ;Health Care;80204;51;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;4;16;2010;6;15;2011
A01371;Mathis;Married;M; $41.152,00 ;Telecommunication Services;80204;37;Gold;2; $9.000,00 ;MONTHLY;CANCELLED;3;31;2009;7;27;2009
A01477;Allison;Married;M; $97.589,00 ;Consumer Discretionary;80204;39;Bronze;2; $5.000,00 ;SEMI-ANNUAL;CANCELLED;3;31;2009;5;27;2010
A00399;Gibson;Single;M; $102.291,00 ;Energy;80204;27;Bronze;0; $5.000,00 ;QUARTERLY;CANCELLED;3;31;2008;2;26;2009
A06735;Byrd;Single;M; $109.121,00 ;Telecommunication Services;80204;30;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A06878;Norris;Married;M; $61.010,00 ;Materials;80204;37;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;3;30;2012;4;27;2013
A06947;Sharp;Married;M; $47.867,00 ;Unclassified;80204;41;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A05596;Caldwell;Married;M; $85.388,00 ;Real Estate;80204;53;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;3;30;2011;10;28;2013
A01518;Cummings;Married;M; $49.264,00 ;Materials;80204;26;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;3;30;2009;5;27;2010
A03504;Murray;Married;M; $57.314,00 ;Health Care;80204;40;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;29;2010;5;27;2011
A08605;Adams;Married;F; $37.813,00 ;Industrials;80204;58;Bronze;3; $5.000,00 ;MONTHLY;CANCELLED;3;28;2013;6;12;2013
A06658;Hernandez;Married;F; $43.603,00 ;Real Estate;80204;39;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;28;2012;5;27;2013
A06644;Hicks;Married;F; $70.427,00 ;Information Technology;80204;64;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;3;26;2012;5;24;2013
A03304;Hill;Married;M; $86.563,00 ;Consumer Discretionary;80204;34;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;3;23;2010;5;22;2011
A06637;Briggs;Married;M; $44.984,00 ;Consumer Discretionary;80204;58;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;19;2012;4;18;2013
A08368;Turner;Married;F; $116.489,00 ;Health Care;80204;41;Platinum;2; $15.000,00 ;MONTHLY;CANCELLED;3;18;2013;7;1;2013
A03296;Olson;Married;M; $113.836,00 ;Utilities;80204;55;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;3;18;2010;5;17;2011
A05534;Greer;Married;M; $70.672,00 ;Health Care;80204;46;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;3;16;2011;4;15;2012
A01368;Carroll;Widowed;M; $38.592,00 ;Real Estate;80204;45;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;3;16;2009;5;13;2010
A05497;Gomez;Married;M; $91.883,00 ;Health Care;80204;27;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;3;10;2011;5;9;2012
A03191;Hawkins;Single;M; $101.014,00 ;Information Technology;80204;24;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;3;9;2010;6;8;2011
A05462;Blair;Married;F; $115.711,00 ;Health Care;80204;42;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;3;7;2011;5;4;2013
A03175;Evans;Married;M; $111.995,00 ;Telecommunication Services;80204;39;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;3;5;2010;5;4;2011
A06509;Bailey;Married;F; $96.913,00 ;Consumer Discretionary;80204;41;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;2;29;2012;4;29;2013
A01324;Long;Single;M; $109.604,00 ;Industrials;80204;20;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;2;27;2009;8;27;2010
A03089;Nash;Married;F; $44.825,00 ;Information Technology;80204;33;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;2;26;2010;4;27;2011
A03053;Coleman;Married;M; $83.776,00 ;Materials;80204;50;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;2;26;2010;4;27;2011
A05398;Campbell;Married;M; $74.688,00 ;Energy;80204;37;Platinum;3; $15.000,00 ;SEMI-ANNUAL;CANCELLED;2;25;2011;10;24;2011
A03079;Paul;Single;F; $57.826,00 ;Information Technology;80204;78;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;2;25;2010;4;26;2011
A06404;Rice;Married;F; $87.359,00 ;Consumer Staples;80204;40;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;2;24;2012;4;25;2013
A05277;Barnes;Married;M; $42.808,00 ;Consumer Staples;80204;60;Bronze;3; $5.000,00 ;SEMI-ANNUAL;CANCELLED;2;18;2011;9;17;2011
A06367;Reese;Married;F; $56.271,00 ;Consumer Discretionary;80204;42;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;2;13;2012;4;14;2013
A08091;Cruz;Married;M; $86.247,00 ;Information Technology;80204;27;Bronze;2; $5.000,00 ;MONTHLY;CANCELLED;2;12;2013;5;27;2013
A05355;Love;Married;M; $82.234,00 ;Materials;80204;34;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;2;7;2011;4;7;2012
A05264;Holloway;Married;M; $53.170,00 ;Industrials;80204;40;Gold;3; $9.000,00 ;SEMI-ANNUAL;CANCELLED;1;31;2011;3;28;2012
A00153;Cross;Single;M; $112.984,00 ;Utilities;80204;25;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;1;29;2008;3;22;2009
A05324;McBride;Single;M; $106.845,00 ;Energy;80204;36;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;1;28;2011;3;28;2012
A02776;Norton;Married;M; $72.031,00 ;Real Estate;80204;53;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;1;22;2010;3;23;2011
A07732;Holland;Married;M; $71.766,00 ;Telecommunication Services;80204;47;Gold;2; $9.000,00 ;MONTHLY;CANCELLED;1;10;2013;6;9;2013
A06264;Patrick;Married;M; $52.752,00 ;Unclassified;80204;35;Silver;2; $7.000,00 ;SEMI-ANNUAL;CANCELLED;1;10;2012;9;8;2012
A06268;Ramsey;Married;M; $87.512,00 ;Energy;80204;34;Gold;3; $9.000,00 ;SEMI-ANNUAL;CANCELLED;1;9;2012;8;5;2012
A02702;Nichols;Married;M; $63.202,00 ;Utilities;80204;27;Gold;1; $9.000,00 ;SEMI-ANNUAL;CANCELLED;1;8;2010;9;6;2010
A01149;Fields;Single;M; $88.420,00 ;Health Care;80205;26;Platinum;0; $15.000,00 ;SEMI-ANNUAL;CANCELLED;12;31;2008;8;27;2010
A06220;Carlson;Single;M; $49.128,00 ;Materials;80205;37;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;12;30;2011;1;27;2013
A05173;Cross;Married;M; $110.266,00 ;Energy;80205;36;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;12;29;2010;7;28;2011
A02471;Howard;Single;M; $35.448,00 ;Telecommunication Services;80205;27;Platinum;0; $15.000,00 ;MONTHLY;CANCELLED;12;29;2009;4;29;2010
A06189;Mullins;Married;M; $41.971,00 ;Health Care;80205;46;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;12;21;2011;2;19;2013
A05116;Castro;Married;M; $70.903,00 ;Telecommunication Services;80205;36;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;12;20;2010;2;18;2013
A07670;Carpenter;Married;F; $101.308,00 ;Utilities;80205;46;Platinum;1; $15.000,00 ;SEMI-ANNUAL;CANCELLED;12;13;2012;7;12;2013
A06136;Pena;Married;M; $40.502,00 ;Consumer Staples;80205;39;Gold;1; $9.000,00 ;MONTHLY;CANCELLED;11;30;2011;2;12;2012
A06084;Bass;Married;F; $47.566,00 ;Telecommunication Services;80205;37;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;11;11;2011;7;10;2012
A07496;Malone;Married;M; $94.184,00 ;Unclassified;80205;30;Gold;2; $9.000,00 ;MONTHLY;CANCELLED;10;31;2012;1;12;2013
A06065;Dean;Married;M; $50.396,00 ;Consumer Staples;80205;29;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;10;31;2011;11;27;2012
A06079;Gutierrez;Divorced;F; $86.106,00 ;Telecommunication Services;80205;39;Silver;0; $7.000,00 ;MONTHLY;CANCELLED;10;31;2011;9;12;2013
A06055;Romero;Married;M; $102.787,00 ;Unclassified;80205;43;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;10;28;2011;11;26;2012
A04929;Figueroa;Married;M; $113.848,00 ;Financials;80205;53;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;10;27;2010;11;26;2011
A00893;Gardner;Married;M; $74.152,00 ;Utilities;80205;30;Silver;3; $7.000,00 ;SEMI-ANNUAL;CANCELLED;10;24;2008;6;23;2010
A00780;Garner;Single;M; $40.458,00 ;Energy;80205;36;Gold;0; $9.000,00 ;SEMI-ANNUAL;CANCELLED;10;22;2008;12;21;2009
A02183;Walton;Married;M; $47.085,00 ;Real Estate;80205;39;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;10;7;2009;12;6;2011
A00047;Russell;Married;M; $62.135,00 ;Energy;80205;30;Silver;2; $7.000,00 ;MONTHLY;CANCELLED;9;28;2007;8;27;2009
A02108;Robbins;Married;M; $102.954,00 ;Telecommunication Services;80205;50;Bronze;1; $5.000,00 ;QUARTERLY;CANCELLED;9;22;2009;11;20;2010
A05954;Morris;Married;M; $74.379,00 ;Unclassified;80205;44;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;9;21;2011;11;20;2012
A00765;Perez;Married;M; $88.530,00 ;Health Care;80205;49;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;9;15;2008;11;9;2009
A04797;Barnes;Single;M; $114.269,00 ;Real Estate;80205;50;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2011
A04652;Brooks;Married;F; $60.844,00 ;Materials;80205;57;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2012
A00035;Ellis;Single;M; $69.829,00 ;Utilities;80205;28;Bronze;0; $5.000,00 ;SEMI-ANNUAL;CANCELLED;8;31;2007;10;27;2008
A04528;Peterson;Married;M; $44.698,00 ;Information Technology;80205;50;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;8;27;2010;10;25;2011
A04428;Alvarado;Married;F; $82.686,00 ;Real Estate;80205;38;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;8;20;2010;10;19;2011
A00655;Gibson;Married;M; $66.767,00 ;Consumer Discretionary;80205;34;Silver;3; $7.000,00 ;SEMI-ANNUAL;CANCELLED;8;20;2008;4;21;2009
A04415;Roy;Single;M; $80.779,00 ;Real Estate;80205;19;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;8;17;2010;10;16;2011
A01970;Kelley;Single;M; $47.586,00 ;Real Estate;80205;27;Bronze;0; $5.000,00 ;SEMI-ANNUAL;CANCELLED;8;17;2009;4;18;2010
A07246;Francis;Married;M; $117.964,00 ;Health Care;80205;45;Platinum;3; $15.000,00 ;MONTHLY;CANCELLED;7;30;2012;6;27;2013
A04282;Parsons;Married;M; $78.849,00 ;Telecommunication Services;80205;36;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;7;30;2010;9;26;2011
A05852;Pena;Married;M; $76.496,00 ;Real Estate;80205;46;Gold;1; $9.000,00 ;SEMI-ANNUAL;CANCELLED;7;27;2011;3;27;2012
A05851;Rowe;Married;M; $37.957,00 ;Telecommunication Services;80205;47;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;7;27;2011;9;25;2013
A04260;Chapman;Married;M; $69.904,00 ;Information Technology;80205;46;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;7;26;2010;9;22;2011
A07223;Klein;Married;M; $51.615,00 ;Consumer Discretionary;80205;47;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;7;25;2012;9;23;2013
A00623;Jordan;Single;M; $93.528,00 ;Unclassified;80205;22;Platinum;0; $15.000,00 ;SEMI-ANNUAL;CANCELLED;7;25;2008;9;23;2011
A04243;Fitzgerald;Married;M; $81.704,00 ;Health Care;80205;42;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;7;23;2010;9;21;2012
A01897;Foster;Married;M; $44.223,00 ;Unclassified;80205;34;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;7;22;2009;9;20;2010
A07116;Poole;Married;M; $75.048,00 ;Financials;80205;35;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;7;10;2012;9;8;2013
A04145;Underwood;Married;F; $99.469,00 ;Information Technology;80205;47;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;7;2;2010;8;27;2011
A00570;Lawrence;Single;M; $86.132,00 ;Health Care;80205;34;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;6;30;2008;8;27;2010
A07081;Rhodes;Married;F; $92.797,00 ;Unclassified;80205;48;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;6;27;2012;8;26;2013
A05817;Green;Married;M; $80.762,00 ;Energy;80205;43;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;6;27;2011;8;25;2012
A04074;Davidson;Married;M; $118.490,00 ;Real Estate;80205;45;Gold;3; $9.000,00 ;SEMI-ANNUAL;CANCELLED;6;18;2010;2;16;2011
A04031;Warner;Married;M; $93.031,00 ;Unclassified;80205;47;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;6;16;2010;8;7;2011
A04036;Lawrence;Married;M; $65.016,00 ;Consumer Staples;80205;54;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;6;14;2010;8;8;2011
A05776;Vega;Married;M; $62.469,00 ;Telecommunication Services;80205;35;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;6;7;2011;8;6;2012
A01722;Clarke;Single;F; $82.466,00 ;Industrials;80205;18;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;5;29;2009;9;26;2011
A00501;Gibbs;Single;M; $90.586,00 ;Real Estate;80205;22;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;5;20;2008;7;19;2009
A05748;Wagner;Married;M; $86.170,00 ;Financials;80205;43;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;5;18;2011;7;17;2013
A00393;Gray;Married;M; $103.901,00 ;Utilities;80205;30;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;5;8;2008;7;7;2011
A00482;Myers;Married;M; $59.939,00 ;Consumer Discretionary;80205;47;Gold;1; $9.000,00 ;SEMI-ANNUAL;CANCELLED;5;8;2008;1;7;2009
A01667;Weber;Married;M; $62.022,00 ;Industrials;80205;41;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;5;5;2009;7;4;2011
A06984;Gross;Single;M; $58.885,00 ;Information Technology;80205;22;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;4;30;2012;6;27;2013
A05574;Maldonado;Married;M; $47.811,00 ;Health Care;80205;38;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;4;21;2011;6;20;2012
A03666;Sparks;Married;M; $91.315,00 ;Consumer Staples;80205;50;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;4;13;2010;6;12;2011
A03418;Terry;Married;M; $96.288,00 ;Consumer Discretionary;80205;39;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;4;9;2010;6;6;2011
A05653;Nash;Married;M; $93.540,00 ;Energy;80205;37;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;3;31;2011;8;27;2011
A05690;Colon;Married;M; $102.797,00 ;Materials;80205;46;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;31;2011;5;27;2013
A05711;Herrera;Married;M; $72.607,00 ;Telecommunication Services;80205;50;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;3;31;2011;4;27;2012
A03678;Rowe;Married;M; $105.396,00 ;Telecommunication Services;80205;26;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;31;2010;5;27;2011
A01601;Price;Married;M; $39.482,00 ;Telecommunication Services;80205;37;Bronze;1; $5.000,00 ;SEMI-ANNUAL;CANCELLED;3;31;2009;11;27;2010
A00281;Green;Married;M; $89.785,00 ;Unclassified;80205;42;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;3;31;2008;11;27;2008
A06773;Floyd;Married;M; $83.633,00 ;Utilities;80205;40;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A06889;Gibbs;Married;M; $99.217,00 ;Consumer Discretionary;80205;46;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A06817;Diaz;Married;M; $60.236,00 ;Materials;80205;59;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A06678;Wells;Married;M; $78.382,00 ;Financials;80205;68;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A01516;Morris;Married;F; $69.743,00 ;Information Technology;80205;42;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;3;30;2009;5;27;2010
A06821;Schwartz;Single;F; $102.713,00 ;Information Technology;80205;22;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;3;29;2012;5;27;2013
A06715;Valdez;Single;M; $110.895,00 ;Consumer Staples;80205;29;Silver;0; $7.000,00 ;SEMI-ANNUAL;CANCELLED;3;27;2012;11;26;2012
A03433;Cortez;Married;M; $117.184,00 ;Information Technology;80205;28;Gold;1; $9.000,00 ;SEMI-ANNUAL;CANCELLED;3;26;2010;11;25;2010
A05592;Abbott;Married;F; $116.548,00 ;Industrials;80205;41;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;25;2011;5;24;2012
A05540;Bowers;Married;F; $52.112,00 ;Industrials;80205;34;Silver;1; $7.000,00 ;SEMI-ANNUAL;CANCELLED;3;22;2011;11;21;2011
A06580;Clark;Married;M; $54.791,00 ;Energy;80205;34;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;3;19;2012;5;18;2013
A01434;Rodriguez;Single;M; $105.309,00 ;Real Estate;80205;26;Bronze;0; $5.000,00 ;MONTHLY;CANCELLED;3;19;2009;7;18;2009
A05493;Swanson;Married;M; $96.290,00 ;Health Care;80205;50;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;3;18;2011;5;14;2013
A03276;Cain;Married;M; $95.230,00 ;Utilities;80205;38;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;3;17;2010;5;16;2012
A03180;Tate;Married;M; $80.751,00 ;Financials;80205;50;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;3;10;2010;5;9;2011
A06554;Fleming;Married;M; $107.445,00 ;Consumer Staples;80205;42;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;3;7;2012;5;6;2013
A08248;Ramirez;Married;M; $105.101,00 ;Health Care;80205;49;Bronze;3; $5.000,00 ;MONTHLY;CANCELLED;3;5;2013;7;20;2013
A03162;Murray;Married;M; $94.772,00 ;Unclassified;80205;36;Platinum;3; $15.000,00 ;SEMI-ANNUAL;CANCELLED;3;5;2010;11;4;2010
A03113;Sanders;Widowed;F; $58.245,00 ;Real Estate;80205;59;Bronze;0; $5.000,00 ;MONTHLY;CANCELLED;3;4;2010;7;3;2010
A01364;Ford;Single;M; $43.602,00 ;Information Technology;80205;29;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;3;4;2009;5;3;2010
A08272;Valdez;Single;F; $76.386,00 ;Financials;80205;47;Silver;0; $7.000,00 ;MONTHLY;CANCELLED;2;28;2013;8;12;2013
A06408;Rodriquez;Married;M; $112.643,00 ;Telecommunication Services;80205;39;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;2;27;2012;4;26;2013
A06399;Griffith;Single;F; $98.092,00 ;Industrials;80205;52;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;2;27;2012;4;28;2013
A03149;Steele;Married;F; $91.497,00 ;Utilities;80205;24;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;2;26;2010;4;27;2011
A05435;Hawkins;Married;M; $62.911,00 ;Information Technology;80205;42;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;2;25;2011;4;25;2012
A05442;Young;Married;M; $110.179,00 ;Health Care;80205;45;Platinum;3; $15.000,00 ;SEMI-ANNUAL;CANCELLED;2;25;2011;10;25;2011
A03073;Todd;Single;M; $56.844,00 ;Unclassified;80205;24;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;2;25;2010;4;26;2011
A06356;Gonzales;Single;M; $44.124,00 ;Utilities;80205;35;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;2;23;2012;3;25;2013
A05419;Mendoza;Married;F; $62.924,00 ;Energy;80205;45;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;2;23;2011;4;23;2012
A06375;Mitchell;Married;M; $63.105,00 ;Industrials;80205;46;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;2;15;2012;4;15;2013
A01275;Wolfe;Married;M; $62.676,00 ;Information Technology;80205;38;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;2;11;2009;4;12;2010
A06330;Mendoza;Single;M; $91.496,00 ;Industrials;80205;33;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;1;31;2012;3;29;2013
A06326;Brady;Married;M; $50.145,00 ;Consumer Staples;80205;44;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;1;31;2012;3;29;2013
A05321;Roberson;Married;M; $85.942,00 ;Materials;80205;57;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;1;31;2011;3;29;2013
A00196;Schultz;Married;F; $115.366,00 ;Real Estate;80205;44;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;1;30;2008;3;29;2009
